id,content_id,topic_id,confidence
27070,1982,CYD,0.8
27071,1408,AGN^A,0.78
27072,1428,PBFX,0.54
27073,1351,EBSB,0.54
27074,1313,TOUR,0.31
27075,29,REXX,0.65
27076,1954,BMRC,0.53
27077,391,CYTX,0.81
27078,1391,LTXB,0.51
27079,690,MACQ,0.62
27080,399,INTG,0.5
27081,1342,ZN,0.13
27082,1514,OSBCP,0.63
27083,970,STAF,0.44
27084,239,COWN,0.8
27085,759,TSEM,0.56
27086,394,KEM,0.73
27087,760,SAJA,0.9
27088,427,SNLN,0.57
27089,237,UNAM,0.73
27090,490,JTA,0.63
27091,1670,MS^E,0.56
27092,1018,BOOT,0.62
27093,1796,WRB^B,0.33
27094,800,HIVE,0.54
27095,388,CRNT,0.32
27096,1312,FSC,0.71
27097,700,UTI,0.65
27098,1744,PTSI,0.05
27099,1525,EGF,0.58
27100,284,EVOK,0.35
27101,1201,FEMS,0.17
27102,1795,EQC,0.73
27103,1788,NUO,0.2
27104,618,CYCCP,0.45
27105,1787,CMRE,0.18
27106,268,AMNB,0.14
27107,420,HCSG,0.01
27108,1692,MUC,0.13
27109,666,SQZZ,0.76
27110,504,ESPR,0.43
27111,1109,MOMO,0.16
27112,622,FEMS,0.77
27113,677,TWNKW,0.14
27114,1977,ESPR,0.7
27115,374,NICE,0.45
27116,1396,KSS,0.29
27117,1932,KTF,0.55
27118,779,ESBK,0.16
27119,1029,LMAT,0.62
27120,388,AMAG,0.35
27121,1103,CYD,0.59
27122,722,MOMO,0.12
27123,1992,IAC,0.34
27124,1135,CNMD,0.29
27125,1068,NICE,0.42
27126,1862,RFIL,0.43
27127,1200,OASM,0.15
27128,1135,FNCX,0.9
27129,1641,GES,0.66
27130,602,KMX,0.98
27131,1440,GOF,0.41
27132,676,MTL,0.64
27133,7,PTGX,0.56
27134,1127,EBSB,0.29
27135,1474,JNCE,0.95
27136,317,LTXB,0.74
27137,1378,RBA,0.65
27138,1229,TWNKW,0.94
27139,1480,FNY,0.42
27140,594,IPHI,0.41
27141,989,FBSS,0.31
27142,844,NEE,1.0
27143,1403,DXLG,0.43
27144,765,OACQ,0.14
27145,851,INN,0.25
27146,1471,CLAC,0.58
27147,565,PRLB,0.05
27148,901,LGND,0.0
27149,55,ZSAN,0.62
27150,1497,NYMTO,0.27
27151,28,WLB,0.11
27152,1614,SPWR,0.36
27153,974,MYOK,0.83
27154,726,CYCC,0.66
27155,217,AMH^F,0.41
27156,150,FPAY,0.73
27157,1477,EXC,0.48
27158,200,FPAY,0.62
27159,1834,NLY^A,0.27
27160,802,LADR,0.38
27161,187,BMRC,0.48
27162,604,OACQ,0.41
27163,174,XENE,0.16
27164,882,MYCC,0.79
27165,838,SNGXW,0.13
27166,1613,CBL^D,0.63
27167,1533,DGII,0.92
27168,522,ETW,0.03
27169,412,PSC,0.87
27170,1362,HAE,0.53
27171,1366,BLVDW,0.77
27172,1531,ITCI,0.57
27173,839,BAS,0.39
27174,100,WSBC,0.15
27175,180,HCKT,0.32
27176,161,CPAAW,0.98
27177,595,PRTO,0.94
27178,547,UZA,0.53
27179,409,CYCCP,0.96
27180,1522,VTVT,0.65
27181,988,FTHI,0.26
27182,1728,AFW.CL,0.8
27183,400,NCTY,0.9
27184,287,WLDN,0.2
27185,1747,GIS,0.42
27186,930,CAPR,0.8
27187,1612,BUFF,0.19
27188,1554,NLY^A,0.78
27189,1637,AEM,0.9
27190,354,EMCG,0.33
27191,1741,WIA,0.06
27192,1637,BIP,0.48
27193,103,LBTYK,0.96
27194,84,PMD,0.39
27195,1912,GAB,0.98
27196,1352,NYLD.A,0.08
27197,716,DFS,0.82
27198,1163,NCTY,0.48
27199,1830,ECL,0.11
27200,1844,RES,0.96
27201,302,LCUT,0.43
27202,1209,NUO,0.48
27203,719,PSTB,0.22
27204,1110,OMCL,0.44
27205,1058,MYOK,0.5
27206,876,RYI,0.54
27207,1825,WAC,0.25
27208,670,STAF,0.86
27209,940,IMKTA,0.73
27210,796,TLP,0.85
27211,1680,DXJS,0.09
27212,493,ABY,0.3
27213,670,CNXC,0.73
27214,864,UNM,1.0
27215,1374,TISI,0.57
27216,1699,ETW,0.52
27217,1738,QUAD,0.71
27218,1141,IPCC,0.99
27219,1889,AMCN,0.32
27220,876,MEDP,0.92
27221,196,AIRG,0.41
27222,234,PERI,0.7
27223,894,IDE,0.28
27224,1670,COST,0.75
27225,1478,SRG,0.04
27226,1803,LMNR,0.76
27227,802,FTD,0.67
27228,1801,BXMX,0.44
27229,1819,LBTYK,0.42
27230,4,FIG,0.38
27231,1897,VONV,0.26
27232,470,CLRB,0.1
27233,849,IOSP,0.7
27234,1455,ICHR,0.88
27235,964,UONE,0.18
27236,81,SHLX,0.25
27237,1610,MLP,0.17
27238,650,BRK.B,0.03
27239,1724,NLST,0.32
27240,716,EGF,0.45
27241,132,BRSS,0.95
27242,929,BCE,0.6
27243,100,RFIL,0.03
27244,1902,FCB,0.95
27245,1741,PGTI,0.5
27246,1238,XRM,0.77
27247,83,MKTX,0.21
27248,1873,URBN,0.39
27249,1650,PPH,0.69
27250,1007,EXAS,0.69
27251,378,ZN,0.7
27252,370,VSTO,0.62
27253,1853,CLRB,0.0
27254,1095,MKTX,0.6
27255,382,WSTG,0.46
27256,1552,FEX,0.1
27257,1129,QTEC,0.93
27258,1715,GATX,0.88
27259,1009,IMRN,0.47
27260,418,FNJN,0.92
27261,231,QTWO,0.4
27262,1331,SHLX,0.34
27263,1771,LRAD,0.99
27264,1954,AFW.CL,0.54
27265,292,PLYAW,0.95
27266,1806,SRF,0.56
27267,451,NMS,0.08
27268,1294,RES,0.47
27269,615,PPH,0.3
27270,1268,TNP^E,0.02
27271,1463,AAT,0.27
27272,1195,EV,0.78
27273,1963,URBN,0.77
27274,778,UNP,0.04
27275,1705,TSEM,0.17
27276,1247,EXC,0.68
27277,903,JPM^E,0.45
27278,859,NICE,0.87
27279,876,ITCI,0.91
27280,1159,VEEV,0.29
27281,1477,BIP,0.53
27282,604,UNM,0.33
27283,229,WLDN,0.4
27284,501,GHY,0.44
27285,1763,JHX,0.7
27286,993,RBA,0.83
27287,220,MS^E,0.74
27288,1079,ITCI,0.36
27289,1789,ARRY,0.2
27290,832,UBSH,0.03
27291,661,CMRE,0.32
27292,242,VVI,0.38
27293,1222,IDSA,0.35
27294,1682,ALR^B,0.38
27295,1704,LRAD,0.49
27296,1687,CAI,0.01
27297,1442,STMP,0.54
27298,499,BOOT,0.95
27299,534,DRD,0.4
27300,592,VALE.P,0.97
27301,685,HAE,0.05
27302,1633,ADC,0.33
27303,1090,NOV,0.31
27304,1685,PFLT,0.05
27305,961,ESG,0.4
27306,646,AAT,0.28
27307,504,RGSE,0.4
27308,881,LORL,0.33
27309,482,EQC,0.19
27310,699,REN           ,0.65
27311,981,IDSY,0.94
27312,1924,CSQ,0.29
27313,495,RES,0.83
27314,1752,INSG,0.98
27315,1066,GAB,0.63
27316,1553,EXC,0.33
27317,858,DHT,0.46
27318,1147,FBR,0.94
27319,506,PFLT,0.4
27320,291,LTXB,0.64
27321,665,CLIR,0.84
27322,1211,JHX,0.32
27323,528,BWLD,0.96
27324,1463,BRK.B,0.84
27325,601,EGF,0.15
27326,1936,DGII,0.61
27327,300,HEP,0.43
27328,1337,GG,0.35
27329,326,CRNT,0.12
27330,1283,OASM,0.47
27331,1725,TSNU,0.17
27332,618,FRME,0.26
27333,1493,DDD,0.22
27334,379,WIA,0.55
27335,1948,ESBK,0.92
27336,565,BANFP,0.48
27337,1551,ANIP,0.62
27338,1815,GG,0.44
27339,369,URBN,0.38
27340,331,XENE,0.58
27341,1925,TSEM,0.09
27342,666,BUFF,0.9
27343,1678,STMP,0.54
27344,250,PSCD,0.97
27345,1071,NM^H,0.52
27346,610,BLD,0.9
27347,1678,NEE,0.01
27348,707,SRF,0.92
27349,1653,GMS,0.26
27350,902,UONE,0.68
27351,1164,MS^E,0.62
27352,410,NOVN,0.19
27353,1831,ZSAN,0.94
27354,747,BAC^D,0.84
27355,901,PNNT,0.79
27356,1864,FIG,0.83
27357,72,SAJA,0.45
27358,983,SNGXW,0.34
27359,646,EBSB,0.18
27360,475,BUFF,0.98
27361,1887,KEM,0.87
27362,889,STAF,0.09
27363,1989,CR,0.37
27364,80,BV,0.31
27365,559,NM^H,0.52
27366,293,BNJ,0.24
27367,33,MX,0.99
27368,633,FII,0.9
27369,434,RGSE,0.74
27370,1934,SRUN,0.98
27371,660,RST,0.77
27372,1820,DORM,0.62
27373,1453,BSAC,0.8
27374,1814,NYMTO,0.36
27375,599,GHY,0.4
27376,1255,CNX,0.83
27377,697,VIIX,0.51
27378,761,UNAM,0.32
27379,957,LMNR,0.34
27380,1852,TWNKW,0.57
27381,1396,WLDN,1.0
27382,1271,BRSS,0.46
27383,807,USB^M,0.56
27384,1490,IMRN,0.6
27385,414,TWI,0.64
27386,79,HPP,0.6
27387,383,IDSY,0.63
27388,309,NVDQ,0.23
27389,143,DTY,0.4
27390,818,BIP,0.08
27391,1710,HCN,0.06
27392,48,HCN,0.88
27393,1294,FNCX,0.06
27394,1086,POWL,0.36
27395,1130,AIRG,0.81
27396,1767,BXMX,0.01
27397,1586,MDIV,0.04
27398,143,WRB^B,0.49
27399,1677,FIS,0.23
27400,569,HCSG,0.16
27401,964,GWB,0.33
27402,561,TBI,0.75
27403,786,UTL,0.43
27404,1031,VVI,0.13
27405,599,NYT,0.55
27406,1004,BGT,0.06
27407,589,FIG,0.86
27408,1153,DRYS,0.64
27409,1233,ICB,0.96
27410,754,IDSA,0.86
27411,1229,IOSP,0.62
27412,679,IOSP,0.3
27413,1774,FIS,0.41
27414,1998,ENDP,0.36
27415,630,BANFP,0.85
27416,975,NEE^J,0.93
27417,281,JPM^E,0.7
27418,1691,CAMP,0.56
27419,1933,HGT,0.03
27420,1113,HONE,0.45
27421,27,GMS,0.61
27422,281,KMX,0.25
27423,589,CHRW,0.27
27424,1427,MOMO,0.56
27425,1015,I,0.71
27426,636,AXSM,0.46
27427,1826,HIIQ,0.12
27428,350,RFIL,0.03
27429,1399,EBSB,0.6
27430,631,BGT,0.88
27431,36,FNCX,0.67
27432,679,EMCG,0.28
27433,1560,CEM,0.11
27434,602,FIG,0.31
27435,298,NTC,0.49
27436,1344,JNCE,0.48
27437,1708,CYTX,0.94
27438,204,BAC^D,0.28
27439,1704,GM,0.35
27440,453,PERI,0.88
27441,388,GAB,0.23
27442,929,JPM^E,0.06
27443,1758,ADNT,0.15
27444,305,EV,0.82
27445,644,CUK,0.83
27446,489,INTG,0.34
27447,148,MPLX,0.48
27448,1194,CYTX,0.51
27449,1963,CYD,0.61
27450,643,RYI,0.71
27451,426,KMX,0.93
27452,1202,TI.A,0.38
27453,739,MMLP,0.31
27454,1196,STMP,0.07
27455,1844,FPT,0.5
27456,748,WABC,0.88
27457,329,SHI,0.05
27458,1253,SHLX,0.32
27459,761,NDLS,0.71
27460,1820,INN,0.38
27461,1524,AGN^A,0.11
27462,791,QTEC,0.93
27463,673,KSS,0.34
27464,909,FRME,0.21
27465,1739,COST,0.41
27466,1434,PLYAW,0.89
27467,447,ALR^B,0.81
27468,1645,SQZZ,0.44
27469,64,BMRC,0.82
27470,434,SQZZ,0.66
27471,1542,LJPC,0.33
27472,1802,MPVD,0.68
27473,1422,MZOR,0.0
27474,1097,NTC,0.06
27475,13,BAM,0.43
27476,516,TNDM,0.83
27477,1663,REN           ,0.46
27478,501,VVI,0.61
27479,873,SIX,0.91
27480,1766,CAPR,0.0
27481,2,IPCC,0.08
27482,842,NYMTO,0.45
27483,1398,MDIV,0.24
27484,547,TI.A,0.44
27485,379,EDGE,0.61
27486,1988,MIME,0.93
27487,706,VVI,0.09
27488,1950,ZN,0.53
27489,916,CNMD,0.93
27490,76,CAC,0.27
27491,668,SYY,0.93
27492,1282,PRTO,0.65
27493,423,EMCG,0.57
27494,412,SQZZ,0.3
27495,635,THW,0.27
27496,1497,KT,0.83
27497,1652,VMW,0.26
27498,1984,MTG,0.37
27499,112,GCH,0.41
27500,876,AVGO,0.09
27501,208,EXPD,0.93
27502,253,JLL,0.3
27503,618,BIOC,0.28
27504,108,RARX,1.0
27505,75,ATTO,0.73
27506,355,IMRN,0.78
27507,1934,IAC,0.82
27508,1386,BNJ,0.88
27509,286,EV,0.45
27510,1873,INSG,0.99
27511,1915,EMCG,0.64
27512,1029,APOPW,0.88
27513,1340,ORLY,0.84
27514,532,DQ,0.25
27515,491,DE,0.94
27516,1793,SCHW^B,0.48
27517,906,WSTG,0.69
27518,1145,FIV,0.68
27519,383,CNMD,0.01
27520,529,WSTG,0.74
27521,349,GCH,0.33
27522,1760,HZO,0.1
27523,1848,HNNA,0.58
27524,1060,EROS,0.47
27525,842,TI.A,0.28
27526,1238,BRK.B,0.06
27527,1110,ZSAN,0.79
27528,1336,NICE,0.14
27529,516,UNM,0.65
27530,980,PBIB,0.31
27531,128,JHX,0.21
27532,1883,MBOT,0.21
27533,1837,SNDX,0.59
27534,1516,MMLP,0.55
27535,335,NUO,0.19
27536,1370,PGTI,0.99
27537,1528,PXI,0.76
27538,1765,UCTT,0.05
27539,693,RYI,0.71
27540,1953,NADL,0.96
27541,963,WAC,0.64
27542,939,PMD,0.33
27543,1945,KMX,0.95
27544,247,INFO,0.48
27545,383,BKEP,0.26
27546,1107,MBOT,0.48
27547,690,NURO,0.61
27548,1224,EDGE,0.78
27549,905,BR,0.02
27550,1702,PCN,0.34
27551,284,HBP,0.08
27552,491,VEEV,0.5
27553,1816,PHI,0.63
27554,1791,COWN,0.78
27555,1912,STMP,0.08
27556,1202,VVI,0.19
27557,952,NM^H,0.89
27558,1322,UONE,0.23
27559,1370,CBT,0.9
27560,1365,FORM,0.06
27561,1887,UTI,0.26
27562,690,OSBCP,0.69
27563,42,YRCW,0.01
27564,703,GNMK,0.69
27565,1413,FNY,0.1
27566,1143,SIX,0.71
27567,21,LAZ,0.2
27568,1147,MCS,0.43
27569,966,LAZ,0.04
27570,1312,MPO,0.27
27571,1553,AKO.B,0.51
27572,384,PPH,0.73
27573,110,SPWR,0.04
27574,1021,HEAR,0.49
27575,572,EROS,0.19
27576,811,GES,0.59
27577,1810,JTA,0.65
27578,98,EFSC,0.76
27579,1815,EMIF,0.62
27580,764,FEX,0.67
27581,735,GOF,0.93
27582,1545,VSTO,0.4
27583,55,BFO,0.02
27584,436,NTC,0.29
27585,72,ETW,0.15
27586,1351,HNNA,0.97
27587,1930,VCEL,0.48
27588,100,VNO^G,0.15
27589,1560,PPH,0.47
27590,1021,LMAT,0.2
27591,789,BAS,0.85
27592,450,FWP,0.84
27593,1149,BAC^D,0.77
27594,852,BSAC,0.04
27595,509,NYLD.A,0.98
27596,409,DTK,0.17
27597,1271,ABEO,0.43
27598,483,MTL,0.74
27599,1125,PETS,0.02
27600,1549,MSLI,0.98
27601,1027,AAT,0.58
27602,1695,RAIL,0.23
27603,1467,AUY,0.56
27604,1346,NTC,0.12
27605,622,DSLV,0.27
27606,437,NYMTO,0.9
27607,1574,SHO,0.42
27608,1141,NURO,0.76
27609,1242,SHI,0.48
27610,1699,LAZ,0.32
27611,1030,TSC,0.14
27612,584,TI.A,0.99
27613,695,PSTB,0.17
27614,757,SIG,0.86
27615,744,MBOT,0.91
27616,1903,EWBC,0.91
27617,856,BRSS,0.98
27618,554,HEAR,0.03
27619,1570,DE,0.9
27620,1847,CYCC,0.48
27621,1661,SHI,0.43
27622,1422,CHK^D,0.79
27623,1925,ICHR,0.59
27624,1247,BIOC,0.83
27625,152,APOPW,0.27
27626,269,ASGN,0.23
27627,43,FWP,0.09
27628,355,VMI,0.44
27629,499,LRAD,0.81
27630,946,GFA,0.77
27631,1549,MLP,0.79
27632,157,JPM^E,0.5
27633,326,PBIB,0.44
27634,1925,KBWP,0.26
27635,921,UZA,0.3
27636,193,PPL,0.3
27637,601,CBM,0.15
27638,1942,HLNE,0.95
27639,1091,HTF,0.27
27640,1416,CBM,0.45
27641,1118,MOBL,0.11
27642,265,DMPI,0.88
27643,1575,PMD,0.54
27644,1226,SMED,0.78
27645,785,MUC,0.23
27646,149,RILYL,0.81
27647,490,PCN,0.89
27648,603,CMCO,0.86
27649,1882,FJP,0.27
27650,1480,ESBK,0.61
27651,1075,LRAD,0.71
27652,964,VECO,0.06
27653,1047,EPR^C,0.94
27654,1124,STMP,0.51
27655,753,AQXP,0.35
27656,1946,HGT,0.07
27657,1307,IOSP,0.67
27658,993,AEM,0.18
27659,1733,MTG,0.83
27660,215,YRCW,0.82
27661,774,SPWR,0.6
27662,1350,IAC,0.74
27663,353,SCLN,0.8
27664,958,ENDP,0.05
27665,1969,CBL^D,0.68
27666,1023,HAE,0.86
27667,987,TLP,0.13
27668,1652,NOV,0.5
27669,1272,IPCC,0.62
27670,1166,AFW.CL,0.43
27671,1775,SPWR,0.01
27672,403,USB^M,0.04
27673,424,GATX,0.73
27674,1069,UNAM,0.87
27675,1586,EXC,0.12
27676,319,EXC,0.21
27677,370,XENE,0.44
27678,156,NQ,0.75
27679,1288,VALE.P,0.34
27680,717,HIIQ,0.52
27681,1503,CHK^D,0.95
27682,374,ADNT,0.99
27683,537,GCO,0.91
27684,1273,EVOK,0.33
27685,1396,DSXN,0.04
27686,146,CCP,0.57
27687,1939,XOXO,0.3
27688,995,BOOT,0.39
27689,1320,MNST,0.62
27690,106,XRM,0.38
27691,1884,PBFX,0.76
27692,1026,IPHI,0.04
27693,330,MCS,0.58
27694,95,CLRB,0.24
27695,1327,NLST,0.24
27696,1471,HGT,0.97
27697,1274,INGR,0.97
27698,1843,PXI,0.8
27699,1846,CBT,0.58
27700,486,EXAS,0.94
27701,1347,WAT,0.17
27702,1897,WAC,0.17
27703,1404,CEM,0.2
27704,1626,RCL,0.73
27705,1713,DTY,0.01
27706,1101,JPM^F,0.57
27707,144,SAJA,0.63
27708,1881,VMI,0.8
27709,1900,DSXN,0.2
27710,1243,AQXP,0.8
27711,1532,AQXP,0.03
27712,1283,CLIR,0.8
27713,1691,TCFC,0.34
27714,1204,CALM,0.57
27715,231,NADL,0.29
27716,1589,BLL,0.12
27717,940,CAMP,0.2
27718,1275,CBT,0.94
27719,253,UTL,0.31
27720,391,PERI,0.13
27721,1910,RBA,0.8
27722,763,MBOT,0.89
27723,835,AGN^A,0.03
27724,259,GLOB,0.35
27725,145,STI.WS.A,0.16
27726,1586,WIA,0.75
27727,1798,NLY^A,0.65
27728,1257,SBR,0.6
27729,450,EPR,0.98
27730,210,FNJN,0.14
27731,1512,MS^E,0.48
27732,911,CNXC,0.62
27733,1118,VECO,0.17
27734,1381,NQ,0.52
27735,1037,ORG,0.17
27736,979,JTA,0.94
27737,1962,AEM,0.64
27738,646,TSM,0.69
27739,1561,NDLS,0.89
27740,1485,RBA,0.9
27741,341,PPL,0.71
27742,1736,YRCW,0.01
27743,1418,JCI,0.79
27744,1668,INN,0.35
27745,131,CNX,0.75
27746,1925,AVGO,0.04
27747,662,TWNKW,0.37
27748,1338,RBA,0.8
27749,1226,JCI,0.87
27750,790,I,0.87
27751,518,HTA,0.58
27752,706,topic_id,0.97
27753,1252,CLNS^D,0.75
27754,1238,SRET,0.48
27755,364,ABY,0.78
27756,1993,topic_id,0.01
27757,272,AFW.CL,0.4
27758,1905,ZN,0.64
27759,1251,I,0.26
27760,1728,COWN,0.83
27761,542,KBWP,0.63
27762,672,RYI,0.49
27763,238,FORD,0.02
27764,416,KBWP,0.45
27765,1258,EXAS,0.74
27766,28,CIR,0.98
27767,627,AMNB,0.41
27768,1795,MMLP,0.39
27769,366,CAI,0.77
27770,1126,SNDX,0.35
27771,484,FJP,0.82
27772,1477,ADC,0.9
27773,415,COST,0.82
27774,895,ARRY,0.95
27775,1599,RES,0.75
27776,28,IPCC,0.58
27777,333,RCL,0.45
27778,980,FNCX,0.41
27779,1605,BABA,0.35
27780,804,CWAY,0.72
27781,1492,HPP,0.73
27782,791,XENE,0.96
27783,209,ONVO,0.27
27784,612,UTL,0.12
27785,100,LMNR,0.38
27786,1249,AXSM,0.19
27787,1193,RST,0.88
27788,575,TWI,0.2
27789,1450,UBSH,0.57
27790,1681,GWB,0.73
27791,1292,PTGX,0.93
27792,1482,CNX,0.12
27793,1177,CBM,0.46
27794,70,AXSM,0.54
27795,1997,QUAD,0.49
27796,975,RMAX,0.09
27797,1140,ECL,0.2
27798,473,PBFX,0.76
27799,1887,MS^E,0.33
27800,752,FTD,0.63
27801,1164,NHI,0.1
27802,1645,PSTB,0.67
27803,977,PCN,0.41
27804,166,WAC,0.68
27805,664,QUAD,0.71
27806,1526,FIS,0.03
27807,84,FNCX,0.09
27808,1999,EPR^C,0.32
27809,51,BRSS,0.0
27810,814,MACQW,0.82
27811,1963,IDSA,0.37
27812,1184,LGND,0.87
27813,927,GCO,0.43
27814,1823,HCKT,0.49
27815,272,MYCC,0.06
27816,1902,AGN^A,0.06
27817,618,ETW,0.19
27818,107,JPM^F,0.92
27819,275,PBB,0.72
27820,481,NGHCZ,0.35
27821,1534,APA,0.42
27822,1044,HIIQ,0.33
27823,220,VSDA,0.77
27824,1908,SRUN,0.79
27825,1458,NCTY,0.09
27826,288,EXPD,0.33
27827,1494,AJRD,0.62
27828,843,THG,0.54
27829,501,BLVDW,0.68
27830,1244,SQZZ,0.36
27831,1172,SRF,0.65
27832,1345,GWRS,1.0
27833,1869,DRD,0.53
27834,736,CIR,0.19
27835,982,UONE,0.6
27836,887,NBD,0.34
27837,1711,MS^E,0.15
27838,1972,FIG,0.33
27839,359,PSC,0.65
27840,907,CCP,0.1
27841,703,MOBL,0.61
27842,1912,KBWP,0.15
27843,617,MYCC,0.22
27844,1702,CHRW,0.65
27845,125,AGN^A,0.41
27846,1051,GCH,0.93
27847,1185,RBA,0.78
27848,1617,NRCIA,0.96
27849,1434,EBSB,0.28
27850,669,REN           ,0.67
27851,1239,SHAK,0.46
27852,939,PENN,1.0
27853,872,APOPW,0.59
27854,863,THG,0.73
27855,1373,SIG,0.31
27856,1717,CHK^D,0.4
27857,1158,AAV,0.97
27858,1412,JSM,0.35
27859,1446,HTA,0.56
27860,833,EFSC,0.29
27861,505,IMRN,0.64
27862,1593,MUC,0.94
27863,899,C^P,0.68
27864,1256,DHT,0.04
27865,622,FCPT,0.16
27866,596,MSDI,0.86
27867,1925,FIV,0.81
27868,373,INTG,0.77
27869,1489,COWN,0.84
27870,1832,LTXB,0.19
27871,334,WSTG,0.62
27872,986,NVG,0.05
27873,1836,IOSP,0.72
27874,1715,BV,0.3
27875,547,BXMX,0.05
27876,389,NMS,0.11
27877,1452,IMRN,0.57
27878,1028,ALR^B,0.16
27879,1231,THG,0.78
27880,930,RILYL,0.39
27881,1839,ORG,0.09
27882,984,MTL,0.85
27883,211,HZO,0.41
27884,475,NRCIA,0.92
27885,196,CALM,0.96
27886,924,AMH^F,0.57
27887,128,SRET,0.08
27888,811,GLOB,0.85
27889,1509,AMAG,0.29
27890,1855,AIRG,0.37
27891,1751,MTL,0.1
27892,1526,RYI,0.1
27893,1893,BLVDW,0.85
27894,1267,HBP,0.97
27895,1588,LJPC,0.41
27896,1136,VCEL,0.73
27897,1916,AUY,0.19
27898,1568,KED,0.59
27899,1331,KEM,0.93
27900,1464,TCFC,0.32
27901,1848,RRR,0.01
27902,1242,NOV,0.08
27903,922,BAS,0.04
27904,670,CYD,0.14
27905,192,PRLB,0.75
27906,634,UBOH,0.68
27907,1548,CYCCP,0.73
27908,302,BLD,0.47
27909,168,BUFF,0.19
27910,239,MYCC,0.77
27911,671,XOXO,0.42
27912,1297,PRTO,0.8
27913,1326,VIGI,0.77
27914,1194,DMPI,0.48
27915,1443,GHY,0.34
27916,1582,CAC,0.98
27917,747,ABY,0.35
27918,1817,MEDP,0.77
27919,987,JNCE,0.0
27920,931,POWL,0.69
27921,1853,LTXB,0.32
27922,1621,CNXC,0.01
27923,1671,AMMA,0.64
27924,14,KBWP,0.09
27925,1034,NRCIA,0.2
27926,1281,CLNS^D,0.89
27927,272,FBSS,0.43
27928,845,GES,0.19
27929,856,BLL,0.59
27930,1222,GCVRZ,0.38
27931,1359,BOOT,0.69
27932,150,VECO,0.43
27933,847,RADA,0.2
27934,428,OSBCP,0.96
27935,141,EMCG,0.93
27936,277,UCTT,0.44
27937,1621,PTSI,0.12
27938,916,VFC,0.17
27939,937,NOV,0.38
27940,1995,GCVRZ,0.02
27941,61,FPT,0.05
27942,199,IPCC,0.43
27943,32,CBL^D,0.59
27944,1097,EBSB,0.59
27945,467,CL,0.04
27946,607,CCP,0.53
27947,522,BFO,0.15
27948,1768,PAVMW,0.66
27949,1795,GHY,0.27
27950,1782,NHI,0.78
27951,784,MUC,0.6
27952,1459,INGR,0.45
27953,71,VALE.P,0.22
27954,1083,NLY^A,0.21
27955,102,EPR,0.2
27956,855,LMAT,0.8
27957,492,CYTX,0.73
27958,713,ADNT,0.85
27959,1233,JHX,0.88
27960,1647,NUO,0.48
27961,1020,BR,0.87
27962,1069,ESPR,0.83
27963,463,CEM,0.19
27964,1061,ARNA,0.36
27965,1563,ENDP,0.45
27966,976,MZOR,0.51
27967,356,JSM,0.07
27968,806,JHX,0.59
27969,803,JSM,0.8
27970,699,PPL,0.55
27971,346,CMRE,0.29
27972,523,STI.WS.A,0.25
27973,1014,DRYS,0.74
27974,446,CNXC,0.81
27975,1511,SRF,0.34
27976,912,RYI,0.43
27977,1498,IMKTA,0.42
27978,107,GATX,0.0
27979,901,BCE,0.64
27980,1477,IAC,0.24
27981,858,PBB,0.37
27982,1854,GENE,0.55
27983,1311,PHD,0.55
27984,1115,PNNT,0.49
27985,1950,SRET,0.25
27986,1556,EVOK,0.06
27987,203,EXAS,0.88
27988,1554,GWRS,0.24
27989,528,SPWH,0.26
27990,1043,AJRD,0.41
27991,548,FPT,0.6
27992,742,RCII,0.37
27993,9,MZOR,0.43
27994,1397,IPCC,0.61
27995,1335,LMNR,0.15
27996,1341,GMS,0.1
27997,991,TWX,0.43
27998,599,ADNT,0.36
27999,1557,INFO,0.45
28000,920,FWP,0.36
28001,1200,BAC^D,0.62
28002,1241,IDE,0.69
28003,999,CYTX,0.62
28004,1140,BWLD,0.11
28005,945,SRUN,0.32
28006,903,MLP,0.44
28007,1337,BLVDW,0.66
28008,1908,ALL^D,0.23
28009,1218,HTF,0.93
28010,893,CIR,0.51
28011,1980,TSC,0.41
28012,8,ABEO,0.68
28013,631,CGO,0.77
28014,1221,EVOL,0.97
28015,243,VFC,0.04
28016,682,MIME,0.38
28017,1359,BLVDW,0.12
28018,1312,NQ,0.74
28019,362,ICB,0.65
28020,1359,UNM,0.1
28021,199,BABA,0.33
28022,1009,CPAH,0.55
28023,765,PBIB,0.05
28024,1194,INTC,0.43
28025,1379,NYT,0.02
28026,1726,CNX,0.9
28027,169,WSTG,0.86
28028,115,PHD,0.04
28029,1847,FII,0.28
28030,168,RES,0.87
28031,455,UTL,0.63
28032,1443,TOUR,0.74
28033,1094,HTA,0.01
28034,1617,AMNB,0.46
28035,925,CNX,0.84
28036,1569,RAIL,0.4
28037,374,PBIB,0.29
28038,112,IDSA,0.96
28039,1399,MCC,0.19
28040,453,EDGE,0.16
28041,1873,TOUR,0.34
28042,1073,MIME,0.12
28043,726,RES,0.17
28044,861,AMH^F,0.82
28045,474,NUO,0.73
28046,1880,UTL,0.5
28047,643,CPAH,0.63
28048,842,MPLX,0.76
28049,885,ANGO,0.53
28050,352,CGO,0.27
28051,1339,MTG,0.84
28052,1648,FCB,0.18
28053,190,PSCD,0.21
28054,1738,EPR,0.27
28055,126,GAB,0.45
28056,132,FTD,0.09
28057,1603,ENDP,0.24
28058,91,TTEC,0.52
28059,1929,FIG,0.96
28060,482,CGO,0.8
28061,1606,ALR^B,0.04
