content_display_id,user_id,content_id,question_id,latitude,longitude,timestamp,clicked
2468,46,992,1960,-85.7311396665648,-40.09784780932819,2019-01-24 02:43:43,0
2469,225,1650,5686,-78.77771688903107,-165.21868499254066,2019-01-18 01:43:03,0
2470,888,148,9500,7.865645123137284,82.37093331827089,2019-03-09 14:27:18,0
2471,759,234,2927,-48.89876676064397,-84.84431412965657,2019-10-22 02:32:31,0
2472,355,1901,4319,-29.354280521953,-170.52247338837827,2019-06-24 11:40:54,1
2473,645,1639,9736,71.41781144843401,87.99818401459925,2019-11-28 00:10:25,0
2474,417,1275,5914,2.309455964204048,-37.16775816837105,2019-11-15 16:27:16,1
2475,905,76,6346,-51.72602297722642,-138.59117612062954,2019-03-04 21:42:32,0
2476,959,1921,8054,-71.21687065201264,-88.29124791434249,2019-05-30 20:35:37,1
2477,977,1601,6475,-4.601123025365226,-1.6446723201193265,2019-08-10 02:47:27,1
2478,166,232,5348,28.676027566995373,-7.334688459445687,2019-06-20 09:40:21,1
2479,897,78,274,-80.86523413134901,49.543335459448315,2019-08-07 17:18:45,1
2480,937,774,4212,-68.37675845921609,55.287755130464234,2019-11-23 19:59:42,0
2481,672,446,6898,-37.05800991172988,-136.0143258091754,2019-08-18 16:19:44,1
2482,719,653,3319,41.62412390105749,-63.65939297109465,2019-11-20 02:17:23,0
2483,114,1238,9622,-30.265102392804664,163.6212548600779,2019-01-25 16:04:04,0
2484,55,1693,9526,-34.99525984197338,2.926144004710295,2019-06-27 13:38:30,1
2485,859,949,9912,10.718901996235502,-75.31650064144235,2019-04-03 07:44:53,0
2486,629,901,2731,-78.74752693133354,-101.47408563271775,2019-12-21 15:17:28,0
2487,924,1747,2648,27.402439258062458,11.855498176902017,2019-04-25 19:08:56,0
2488,822,1345,6155,-60.05246607941899,-117.22614350815067,2019-07-25 18:45:55,0
2489,248,1228,1375,85.20647533977595,60.31130836045429,2019-04-11 04:04:23,0
2490,100,78,789,45.14405991628223,-24.387126117320065,2019-03-17 13:33:05,1
2491,574,1572,1697,33.00384650040492,73.31598190934562,2019-05-16 09:28:25,0
2492,635,581,5984,-38.971982749681224,97.47140422675886,2019-06-20 18:00:42,0
2493,288,1916,3925,-60.37260676789983,-57.20304324732517,2019-08-30 15:06:04,1
2494,501,1394,5137,-35.58266769351441,17.705103848435698,2019-12-10 23:26:46,0
2495,298,1313,2286,26.50626179439179,-88.71970255063007,2019-08-01 06:03:37,0
2496,271,839,2879,35.38200769811657,-77.04364923045533,2019-11-16 18:09:23,1
2497,804,628,253,10.19107102478631,132.37705300923773,2019-05-11 04:21:01,0
2498,918,234,8980,25.263273806724087,-145.52536387006157,2019-03-02 14:29:28,0
2499,583,10,7360,-3.372937255787292,179.05997138323414,2019-08-24 12:44:14,0
2500,439,514,2929,-64.41642849836713,1.5983004434360453,2019-07-23 00:17:09,0
2501,915,1006,4101,7.376812517441522,-29.434249041534684,2019-06-26 21:27:48,1
2502,512,1858,6676,0.04342509719197096,43.40609121424043,2019-07-04 02:39:56,0
2503,296,228,7032,75.26240656121078,22.990513691524995,2019-08-24 01:42:50,1
2504,928,1508,3187,-28.26699169291731,112.08482756519942,2019-02-21 14:04:54,0
2505,71,1553,1355,-43.22937900872211,109.17104809404572,2019-07-14 21:18:09,0
2506,756,867,2672,38.152623193056144,43.76464578524789,2019-04-06 18:23:35,0
2507,278,1804,7361,84.30391366090663,2.852658196009344,2019-10-04 18:10:17,0
2508,985,1986,1331,-47.70009156171979,-95.87837843457686,2019-08-05 02:49:40,1
2509,395,1251,1565,-65.29630596037114,145.35534667093378,2019-10-22 13:21:36,0
2510,439,4,3253,-32.388918208734715,-78.15659933199206,2019-08-18 02:02:18,0
2511,642,1288,9947,47.85079345618783,-24.961992605347405,2019-07-21 06:51:23,0
2512,461,156,8887,-71.6561963904607,103.78395502441333,2019-01-21 16:06:44,0
2513,352,744,7121,28.190967705600116,57.16511994537842,2019-01-22 16:30:28,1
2514,112,607,9975,24.66782715060566,80.82410684710874,2019-04-24 04:51:59,0
2515,81,835,3613,-35.20090099629472,96.94440248572681,2019-02-07 01:04:40,0
2516,119,1716,1655,26.665069022984596,-137.54639116201668,2019-08-02 02:20:03,0
2517,169,966,6147,58.63461896243675,-38.95844975597069,2019-08-04 16:02:21,1
2518,895,358,9787,-71.2058950812773,-160.7899373505094,2019-07-18 20:55:41,1
2519,228,1793,225,7.300856687517793,-73.59705658255182,2019-05-25 19:16:59,1
2520,569,735,833,-81.30059109970122,85.4804224597562,2019-04-05 10:12:30,0
2521,80,562,1669,-63.53917572061157,142.8903043282059,2019-04-19 14:14:41,0
2522,966,1997,6089,15.686374598326879,-106.34138685184362,2019-04-29 01:29:10,1
2523,563,1501,6738,-17.405272679834553,164.1310265261282,2019-10-24 01:51:01,1
2524,781,373,5995,62.66484607866602,148.41134668798827,2019-10-14 12:52:24,1
2525,287,213,7070,-2.589701674609671,23.522037362208437,2019-08-24 00:45:16,1
2526,534,714,8281,79.36537306351175,83.3937140640599,2019-01-22 20:42:17,0
2527,635,413,9865,74.14850689687302,-95.86313897298021,2019-03-16 07:36:04,0
2528,264,1364,851,-33.45163304743575,31.523600231931624,2019-07-09 20:22:16,0
2529,160,1594,3369,14.547313416536781,170.31659895565326,2019-10-06 13:52:41,0
2530,529,898,8497,-73.97022429852242,132.27103999066594,2019-07-28 13:13:41,0
2531,730,1162,7018,-9.791580339400454,36.9779152657685,2019-07-24 02:22:24,0
2532,222,1831,9630,70.2617542562154,-3.9548392346161165,2019-02-15 10:20:38,0
2533,100,466,8525,-17.042664382911937,71.89721915950946,2019-07-21 15:26:53,0
2534,234,1905,5962,-9.793102844004636,-7.150699775438568,2019-08-26 15:51:03,0
2535,464,1418,9417,-34.01474909798601,-131.72932531544723,2019-12-29 21:35:16,0
2536,966,1180,1315,43.825038125346765,98.2179410930732,2019-09-09 05:20:06,1
2537,494,1341,3535,50.99274328011913,20.45134409109994,2019-03-08 18:22:31,0
2538,403,890,6811,-4.75928528483567,17.906222991014573,2019-11-21 11:23:39,1
2539,11,425,5560,-78.71698861989333,-114.85564717324283,2019-09-27 05:37:09,1
2540,110,700,6709,-23.095707206686313,44.40664401271039,2019-02-10 18:19:49,0
2541,672,579,6225,-61.12768527826463,-117.99855881050416,2019-06-06 19:44:12,1
2542,452,62,4702,-17.318957648705478,139.92394470057747,2019-05-05 13:11:46,0
2543,69,967,3454,78.43058199476121,-142.57711286767025,2019-08-18 18:30:18,0
2544,279,362,8796,85.32904638267999,-6.527570743872332,2019-01-27 01:57:31,0
2545,623,1419,1079,21.82878206954088,-161.53659407090046,2019-03-14 19:07:48,0
2546,858,1162,3629,39.60781691962799,-26.147012421169535,2019-06-28 02:38:18,0
2547,529,132,5612,-46.82162263511309,-175.7289297994204,2019-03-10 16:38:19,0
2548,526,1394,9362,78.62298471481506,-21.36079447829087,2019-07-21 22:16:42,0
2549,555,1818,411,3.5001033588511063,133.06034104035467,2019-06-27 20:15:53,0
2550,494,263,7590,-21.524238835502217,-72.53613411677406,2019-01-01 19:53:20,0
2551,589,1879,8381,26.336262113899338,110.1334337441694,2019-01-11 14:17:41,1
2552,417,1788,7923,34.31058544819355,-69.43914763985553,2019-05-23 21:13:59,0
2553,732,77,6379,-65.9257261793353,54.28581148524955,2019-06-18 01:05:28,0
2554,781,536,7895,-14.343465195814076,117.54998353601911,2019-05-08 08:59:51,0
2555,976,327,957,43.74716544120835,84.19797099842827,2019-06-03 13:40:36,0
2556,934,323,9598,-22.26414689025897,55.16974759586756,2019-09-21 12:28:45,0
2557,826,1626,5968,53.22637796575492,-117.24360114308952,2019-08-24 18:47:06,0
2558,575,1787,8807,59.2714959133059,110.35012472085981,2019-11-24 08:07:15,0
2559,617,1091,5227,-38.25605351749881,3.7578284423861135,2019-05-08 00:10:58,0
2560,624,891,8925,61.08676497662191,73.68904688128976,2019-09-15 05:50:21,0
2561,479,755,6322,57.633578796327726,-69.3230707438588,2019-09-22 23:26:14,0
2562,115,291,4245,-49.541453231057815,25.965512134663072,2019-12-10 19:59:56,0
2563,758,450,6244,-27.89323992231929,-22.816669098141688,2019-11-03 19:59:56,0
2564,25,1467,1059,-78.76741470472423,-178.73626890017664,2019-07-28 08:27:08,0
2565,961,1255,5668,-36.273564200463014,-122.29609567256665,2019-04-28 01:08:07,1
2566,576,952,3044,-57.12315373894886,-23.923307604222146,2019-06-27 00:19:10,0
2567,888,168,6987,60.58904695703626,-135.37061210262573,2019-06-10 11:56:52,0
2568,815,449,2399,47.448679353209684,116.02886753709919,2019-08-25 20:34:38,0
2569,180,1261,2113,63.57415028852344,84.47134959775775,2019-08-15 18:39:04,0
2570,416,1875,6693,86.98773477386524,160.52915215791467,2019-11-27 04:00:39,0
2571,885,1595,5832,76.05517691363198,171.10314194930157,2019-10-31 02:14:55,1
2572,333,931,6407,70.93589443416161,40.39528723862685,2019-11-20 01:10:39,0
2573,84,126,6694,-55.44444908933268,69.86348965524192,2019-11-27 08:50:32,0
2574,459,654,4595,-55.241275713397975,-178.23576407728626,2019-10-31 17:47:33,0
2575,963,122,1787,62.90028325257791,117.79376473145896,2019-10-15 18:25:52,0
2576,985,1976,3652,-83.34937076008886,105.37661458861226,2019-08-29 23:36:09,1
2577,631,654,7676,24.547081012398763,-78.58493589801927,2019-03-23 06:03:06,1
2578,969,852,4075,51.22823820821728,-53.32862703231123,2019-01-23 21:45:25,1
2579,523,1953,9177,-85.52484962047771,63.525033391852105,2019-09-23 19:48:57,0
2580,673,598,129,17.69526518436112,120.15821204547166,2019-05-14 16:24:49,0
2581,1000,1791,164,53.68965303074853,-157.72400404011748,2019-03-14 21:59:20,0
2582,253,1149,4277,-52.55834458568062,104.51736158802726,2019-01-25 07:42:49,0
2583,874,856,2912,25.544902964580942,139.6678812162648,2019-07-18 19:09:54,0
2584,275,1193,8610,80.39103116721176,139.5568724018658,2019-04-23 08:51:52,1
2585,137,940,3864,4.811017227970908,107.87271033287152,2019-06-23 01:35:58,0
2586,913,401,4849,-47.9470636430936,-129.41918699304023,2019-01-18 02:12:45,0
2587,825,457,3091,80.43838192984526,91.17527425262057,2019-04-06 04:02:52,1
2588,549,489,4238,16.638956951432064,-38.143190522113684,2019-03-17 17:34:03,0
2589,97,1877,7150,-79.49312718553826,-27.131852536978812,2019-08-01 19:47:34,0
2590,858,559,9884,43.85847371134071,157.82509909254696,2019-04-08 22:09:48,0
2591,278,290,4235,76.58691858122216,-120.9059082921151,2019-07-04 01:16:05,1
2592,562,1469,8924,-54.365094151775416,-75.2772942856813,2019-12-03 22:45:50,0
2593,185,288,3466,-66.42113139435912,-69.86079391215134,2019-05-01 13:22:59,0
2594,255,1890,7313,-5.205270135126796,-20.01681984735731,2019-12-03 19:39:16,0
2595,615,901,9071,-12.445686619375834,-169.93272513840836,2019-06-02 03:27:34,0
2596,508,1869,5541,2.1382832094428323,-165.33998703645125,2019-11-27 00:58:07,1
2597,342,507,8198,-51.987189831650966,170.62817158057823,2019-05-04 04:16:29,0
2598,160,1157,8478,55.30874871825458,32.832656834479195,2019-09-24 18:53:09,0
2599,835,168,1696,-22.800001764224575,-124.65053333694962,2019-10-26 04:59:47,0
2600,49,294,65,-62.9970702885746,-50.371694709398355,2019-08-26 15:12:16,1
2601,829,15,9702,-21.93927497398502,106.20489141172709,2019-09-25 20:54:56,1
2602,739,1,2045,-68.00828548942832,-151.17138747230914,2019-03-21 09:39:41,0
2603,925,1457,7263,85.43818506706808,-117.52903072437385,2019-09-19 09:54:43,1
2604,994,712,9568,-27.840016294001238,-94.38172853561687,2019-06-12 10:13:04,0
2605,51,954,8155,-56.85697391886425,-59.70991982109054,2019-11-02 05:07:13,0
2606,414,1124,4216,-78.75854603945243,118.25501985731177,2019-05-18 18:48:44,0
2607,885,20,3210,-62.771949956342866,-21.126210129017494,2019-01-13 14:05:45,0
2608,26,1438,5285,31.290925973305306,173.0042670740143,2019-11-14 06:29:35,0
2609,241,665,2186,-37.36612398300353,-9.99250929202941,2019-07-13 12:01:17,0
2610,901,494,4076,-31.59464270085504,102.18018347429188,2019-05-11 21:22:51,1
2611,852,41,5916,42.703313512221285,38.40921249786922,2019-12-16 11:01:42,0
2612,684,263,5972,66.12386382372631,132.77065002650573,2019-08-09 17:19:02,1
2613,660,1612,9961,57.251652107383336,0.6035911651713377,2019-02-10 15:39:43,0
2614,237,384,7794,-57.060975039159686,-6.317395020025231,2019-01-07 08:06:10,0
2615,55,1686,3661,45.944121409433905,-113.69674980025525,2019-01-21 13:52:45,1
2616,457,807,8654,32.75311471591303,-101.75058733349304,2019-05-20 04:48:05,0
2617,642,648,8275,87.32430349477667,86.88389205069825,2019-01-25 03:36:28,0
2618,462,1309,7309,2.901086346708041,21.9806901232011,2019-04-25 16:43:23,1
2619,615,1635,7344,-4.563782867844068,10.298449209852748,2019-01-28 01:42:25,0
2620,105,515,5503,-54.335199471075825,-37.81175462302997,2019-10-06 20:31:52,1
2621,673,1439,8807,3.5004404500835875,-41.28498078612651,2019-11-08 10:14:23,1
2622,494,298,818,40.06210210417197,75.92896445171087,2019-04-19 16:53:47,1
2623,846,1198,5685,-86.97440519714635,169.7631146707157,2019-10-14 09:28:57,1
2624,579,1192,4879,56.38396201968271,138.28799400015822,2019-11-27 03:11:33,1
2625,308,1337,7168,67.89425927195222,77.78039081542528,2019-12-25 18:07:19,0
2626,239,1984,3928,-32.15054895499805,43.38945951754019,2019-10-11 00:39:11,0
2627,240,1599,8739,-24.993934630460615,-108.6182764256159,2019-04-22 21:18:23,0
2628,392,1146,2248,58.460983336289644,46.08345177007317,2019-03-19 04:10:21,1
2629,480,1731,1743,8.891728423912966,-136.14642984163203,2019-03-01 11:32:47,0
2630,840,1731,1764,-87.27655423152613,63.81462124402918,2019-07-18 01:47:14,0
2631,816,192,2564,-15.158080239104024,-124.95017134294322,2019-05-12 04:46:41,1
2632,948,1715,5048,-4.786153351748439,94.41462339896634,2019-10-29 18:02:10,0
2633,510,1626,1630,23.290701175224342,175.5187162998996,2019-02-01 09:36:34,0
2634,806,1938,978,-47.22755149880483,-128.4696159100941,2019-05-26 04:32:25,1
2635,502,316,4136,-57.95404009354893,-95.21586497117832,2019-07-21 06:17:09,0
2636,848,1689,2469,18.04311921995793,65.98786039268381,2019-04-10 06:37:36,1
2637,458,398,4995,46.29418850168514,-143.7281814269474,2019-04-14 09:05:54,1
2638,320,1655,1278,-62.77626783310488,9.24733416555378,2019-12-20 22:37:39,1
2639,220,246,5616,-35.11394425989581,136.08895423089393,2019-03-08 18:07:21,1
2640,952,1715,680,-5.948339889149736,113.023420136082,2019-10-27 06:43:29,1
2641,599,1653,7938,86.0097957867805,113.47123385449294,2019-07-30 13:11:40,1
2642,200,1119,1775,-73.32613592721225,-153.81229915401218,2019-10-23 08:07:40,0
2643,500,724,4213,-10.44002356143477,3.120226918209397,2019-09-12 14:33:05,0
2644,27,1493,313,40.27082690442785,-35.16915818895316,2019-01-26 08:10:25,0
2645,268,531,9139,-21.034221626697615,-66.84344278674136,2019-11-07 10:54:32,0
2646,394,1878,5345,44.776537442854874,-144.21615066814832,2019-08-31 17:07:20,0
2647,356,1195,2426,6.590574727870106,-143.02539218308166,2019-09-01 06:07:46,0
2648,399,1055,4080,48.177044557406845,17.755464366311656,2019-11-05 00:26:24,0
2649,804,1500,6682,85.2571874994259,-6.388177913719403,2019-04-08 04:54:47,0
2650,77,1981,6983,87.92067327357427,171.08212002297319,2019-09-18 10:07:06,1
2651,155,780,4424,-56.78901442603134,13.101253573128957,2019-06-24 07:32:19,0
2652,403,281,2172,41.582273937511076,-71.87308566707667,2019-12-17 00:44:13,0
2653,145,500,9046,82.45244063968238,5.663986051602848,2019-11-06 02:07:49,0
2654,359,1894,5101,86.30787333407613,167.92578897525226,2019-06-16 07:22:04,0
2655,406,1138,2620,-3.8653701221052614,-72.84978229339745,2019-03-31 18:38:31,0
2656,556,1095,239,-43.48521127681339,-43.49230431101145,2019-03-10 18:50:37,1
2657,900,931,7735,63.26903882828296,-21.472527281218817,2019-04-29 22:13:40,1
2658,293,1637,6143,-13.157123237295792,-9.95667179939835,2019-04-01 20:01:37,0
2659,808,1756,8467,14.329897603275697,172.5164112030988,2019-05-31 09:17:00,0
2660,714,1265,5433,-12.598198071868708,137.65980259623467,2019-10-13 16:55:51,0
2661,668,1081,6118,21.970096473894515,-169.24597146305325,2019-03-30 18:57:36,1
2662,33,1351,1013,5.433331639740658,-110.92388009365658,2019-03-17 03:36:39,0
2663,573,1632,838,76.2455071952742,91.4840646267154,2019-04-01 16:43:06,0
2664,109,1178,101,44.1437649299904,-158.35203468704682,2019-10-13 01:16:54,0
2665,30,1586,8994,37.986701584743074,-111.60138957493649,2019-06-08 15:55:26,0
2666,771,13,7733,-44.875255853017514,103.333807782002,2019-01-14 07:50:26,1
2667,829,334,4225,38.289358294874205,130.3613466520918,2019-01-23 11:04:44,0
2668,390,1199,5056,-4.232795609872937,163.04504854899784,2019-08-30 17:07:02,0
2669,361,432,837,39.72694510997354,-70.78691235732995,2019-10-26 19:19:38,1
2670,594,1430,2284,25.010642140588516,-106.50615044959268,2019-05-06 11:55:19,1
2671,566,462,2058,-46.090108341592206,-113.69328941645166,2019-05-03 11:28:46,0
2672,410,356,552,-72.22233453951553,-32.146108516426295,2019-03-23 09:39:05,1
2673,145,620,3367,74.74603344666139,110.99187848916301,2019-03-21 07:28:21,1
2674,622,1820,4435,48.42537150048412,110.65633530757009,2019-12-10 12:39:11,0
2675,862,397,6839,-72.15147033492698,-83.48520051766592,2019-02-04 10:15:07,1
2676,907,1931,2169,-54.96607928831785,-90.15718408448029,2019-03-23 15:26:44,1
2677,94,498,2920,72.81530468687953,173.65165689761403,2019-09-19 09:36:41,0
2678,124,931,2169,-64.89885554200386,48.00408662127671,2019-10-03 02:40:37,0
2679,917,665,963,-12.813220459205382,88.71817859780128,2019-06-02 01:44:37,0
2680,847,1169,6833,36.47693978695996,131.60019576994654,2019-06-11 07:40:54,0
2681,939,1767,2517,-83.70669360620461,-143.4904292480643,2019-03-25 15:54:31,0
2682,155,37,3992,33.23762705410532,121.00361327802835,2019-08-13 03:32:51,1
2683,209,159,3765,-15.521982697758688,-77.08405749369017,2019-04-15 03:26:10,1
2684,884,1534,2091,-72.65115348296862,39.33627941637377,2019-12-14 16:46:17,0
2685,846,895,7016,18.035351002859983,20.612729797827143,2019-03-05 10:38:10,0
2686,834,685,4955,-32.008262899068015,-62.20954667862895,2019-07-13 02:46:30,0
2687,152,1237,3233,27.329664331920696,41.62388330008989,2019-08-11 13:08:55,1
2688,292,609,2496,59.65843539751506,125.07296271444307,2019-12-09 04:24:10,1
2689,947,718,1834,-42.95849165188234,113.96421737841246,2019-05-10 10:32:12,1
2690,361,292,1319,-62.87458203413571,95.5693069264446,2019-04-07 00:03:51,0
2691,483,1455,7001,-28.828529809854878,25.421458670782755,2019-04-20 17:04:55,1
2692,804,613,576,5.544539032224279,-34.61188464897165,2019-08-13 20:15:01,1
2693,165,1228,1060,-78.93411365678108,-149.3440196843873,2019-07-18 10:47:25,0
2694,781,173,3849,40.988585955718094,22.5764472189463,2019-07-17 10:46:05,0
2695,344,1549,4651,44.83445508168202,111.15492460203586,2019-11-15 23:18:40,1
2696,512,1338,4411,-60.420114027360896,-115.45199892931646,2019-12-29 04:32:35,0
2697,504,1227,8778,-88.8597981371261,-134.89301218523997,2019-01-31 11:55:56,0
2698,179,852,2331,13.029457795886628,148.3582692389694,2019-05-11 14:20:26,1
2699,733,683,8163,-72.28948357907674,-123.06400317663406,2019-07-30 20:13:54,0
2700,943,288,7590,60.372668092717504,74.51342423924788,2019-02-11 02:48:55,0
2701,140,135,5834,-80.08517146781278,63.461658314404815,2019-12-04 01:54:38,1
2702,954,1279,2694,-24.811962279904193,143.52482970489547,2019-12-19 07:06:52,0
2703,731,1707,7426,-3.4909401377313003,-121.94100824033751,2019-01-13 11:44:17,0
2704,129,923,5050,38.15872167507999,10.48087754400089,2019-07-29 04:23:44,0
2705,351,1504,239,-25.28428148668125,97.49879285603151,2019-02-17 09:59:17,1
2706,944,1341,1502,-35.93731317292361,-108.36080266342786,2019-08-30 08:39:41,0
2707,616,1984,7364,-42.7332231027636,64.82926060656649,2019-03-27 21:42:38,0
2708,673,533,3045,19.869768204434337,-19.886171727319862,2019-04-01 08:10:05,1
2709,269,506,6978,10.53887973328986,69.81081354084407,2019-07-01 12:19:29,0
2710,761,1608,1783,-18.603589332626868,-75.61745125063295,2019-05-25 12:15:09,0
2711,656,60,4739,-48.1164420261386,166.84542471673922,2019-04-29 21:04:50,0
2712,889,1959,7006,-32.039976238165046,-41.02457381437034,2019-09-23 03:33:50,0
2713,723,840,9749,-19.567548058001705,-159.52810246536478,2019-04-24 02:56:16,0
2714,924,1246,3863,6.889592865935555,158.8072592223284,2019-01-01 03:18:58,1
2715,425,1304,6330,27.42766133417564,100.55995588806184,2019-07-03 18:43:00,0
2716,530,386,5747,67.85672251190735,-165.88970319657182,2019-09-27 08:49:16,1
2717,344,944,8285,30.30232765695392,150.4698790581799,2019-06-29 01:02:26,0
2718,734,1881,3159,-33.1085838048704,127.43839275891236,2019-10-22 08:29:04,1
2719,697,1865,5369,-77.23898353412307,117.84852739253535,2019-11-02 03:42:45,0
2720,713,227,7799,-85.69032533957267,146.26801082265854,2019-12-02 10:44:45,0
2721,91,1434,4517,16.57414395849139,139.0873322252317,2019-07-20 08:40:03,0
2722,718,1262,1750,50.78699979347937,-99.47080062912318,2019-10-19 10:52:15,0
2723,431,1286,713,-57.09409647209409,-137.18271697273022,2019-07-31 16:49:48,0
2724,599,1331,1834,-18.457403915313492,-42.09289931471835,2019-05-15 06:55:09,0
2725,307,398,2669,63.552577708335775,-45.78935483690975,2019-08-04 12:34:50,0
2726,968,23,6925,15.946009551263003,-35.001045523271046,2019-06-11 18:56:09,0
2727,983,177,2701,86.25879081793431,170.62886137057552,2019-09-19 02:15:01,0
2728,684,958,6684,-76.20782060478001,-15.01912191888161,2019-10-18 12:12:27,0
2729,770,1935,2061,47.093558847155464,143.43410218501765,2019-06-06 15:57:21,0
2730,48,1040,4292,-77.1060267251199,167.0829267990003,2019-06-04 03:50:54,0
2731,991,1275,9782,-47.65212363622912,158.5082012754052,2019-04-07 20:10:30,0
2732,607,473,9457,39.05480855730451,27.592110733283278,2019-02-28 22:57:38,0
2733,575,531,1202,-80.82772412906392,-159.6763710505118,2019-06-04 14:14:36,1
2734,967,1869,4559,1.1062521193546075,-47.736039010202916,2019-11-10 19:14:50,0
2735,909,508,861,26.763555243594013,92.73351687682765,2019-05-13 16:21:45,1
2736,203,1445,9619,-64.85347445515049,15.751481563654465,2019-01-14 06:49:12,0
2737,760,1624,2248,63.69636082674063,2.0615831095279304,2019-01-23 16:54:42,0
2738,782,1827,7744,-38.443660641940205,22.79654486124997,2019-11-09 04:21:59,0
2739,414,514,5111,69.3451963354745,-108.90604444527526,2019-07-01 09:26:13,1
2740,447,1556,5421,-30.334339670443853,-122.62040999536256,2019-09-03 18:11:43,1
2741,917,1392,6207,-54.2589330212235,109.0448995452407,2019-07-27 21:54:39,0
2742,372,974,4421,-39.56080574784937,-63.864395133484976,2019-11-03 19:15:44,1
2743,317,1023,2028,46.280174547439884,120.68502050429862,2019-09-15 15:49:10,0
2744,239,960,2874,-60.41310209394108,-98.15858792914806,2019-07-06 19:39:22,0
2745,146,1536,5003,-71.06348332418571,131.7617053212827,2019-07-22 11:43:55,1
2746,619,1185,6238,-70.6463615023197,15.014402371875377,2019-01-09 19:27:00,0
2747,348,1810,3209,-78.90372615854494,-53.558720717976215,2019-11-08 13:34:19,0
2748,248,1856,7447,-76.22522171295068,-88.45659667020368,2019-06-15 13:19:57,0
2749,987,59,905,-88.29126520254508,47.93846900105237,2019-09-14 05:15:44,0
2750,822,1528,1300,35.07051251850261,76.38969022169942,2019-08-24 20:08:41,0
2751,704,1333,8828,-54.35002999395642,44.898046027444934,2019-05-04 17:50:36,1
2752,247,971,4646,84.99892484663025,29.13522387912593,2019-03-23 14:32:27,0
2753,127,1454,7518,76.04014515652995,-14.44132292559064,2019-03-26 18:33:36,0
2754,578,947,1028,-39.93250948281603,-63.021345768105576,2019-12-24 21:18:46,0
2755,248,590,9486,-87.04155303381134,155.96719865292943,2019-05-16 21:58:27,1
2756,590,5,8053,-75.62320188554294,119.97343661691332,2019-04-03 01:22:48,1
2757,914,1785,4450,-37.77523917029676,-99.27510116831405,2019-09-06 02:19:05,0
2758,386,76,7880,-21.036013761354894,-35.526820793567566,2019-09-05 23:14:08,0
2759,134,601,521,76.19069875612061,71.8495695343367,2019-03-23 04:11:18,0
2760,101,576,725,10.62575806189264,172.81342527458105,2019-09-11 01:22:43,0
2761,734,628,3365,-82.76629700337075,-12.682760164770826,2019-03-09 02:22:51,1
2762,571,1250,5734,-24.588745186760065,-127.64045235361631,2019-01-05 07:29:38,1
2763,127,1256,1693,-40.099499205737175,12.170937848497289,2019-07-28 22:35:01,1
2764,484,1181,948,69.14740479718762,-156.55995157422726,2019-10-21 00:45:43,0
2765,725,1043,4412,-65.86720670788495,-57.14690418149962,2019-04-24 01:17:55,0
2766,335,62,8927,-77.95063669580699,151.5403997013605,2019-08-20 01:46:50,0
2767,507,867,9172,-21.59032081391794,-91.80088018844337,2019-12-20 21:04:36,0
2768,463,53,9081,32.051269677221654,-36.32904600515866,2019-05-05 22:53:47,1
2769,373,1564,3670,41.05892552114963,1.8337362457956203,2019-09-02 14:16:34,0
2770,379,1173,8203,49.35263666911629,-141.70585398188845,2019-11-18 19:23:46,0
2771,590,573,6074,-52.29071902367372,0.8738033694347678,2019-02-13 20:58:54,0
2772,219,1648,733,41.9958383601913,-94.6220002109004,2019-10-23 12:50:27,0
2773,770,384,9569,70.21158193412327,174.6242070446081,2019-09-21 13:11:16,0
2774,378,175,2295,39.248923776187155,101.69242770610845,2019-01-16 16:15:36,0
2775,296,1147,1367,-48.08165252939951,176.3483831049117,2019-04-18 02:22:30,0
2776,241,1032,9953,0.6037332700575462,152.48129092875826,2019-01-31 01:46:38,0
2777,698,123,5772,-30.02021053464067,-120.16745209150713,2019-09-13 15:25:28,0
2778,172,983,223,-7.754565386447695,62.72999041482703,2019-11-11 00:17:50,0
2779,761,1593,514,-47.3000041257264,153.9256990206493,2019-03-07 12:10:44,1
2780,384,1833,7301,-39.29562305468232,78.78226935629425,2019-10-03 20:45:11,0
2781,328,289,5532,6.6471175917487955,-62.69839853296554,2019-11-05 15:10:18,0
2782,607,1195,6668,9.032489405405457,-159.5468073147934,2019-02-24 19:06:48,0
2783,111,725,2633,76.20947573368889,69.8409934536459,2019-12-13 14:41:47,0
2784,622,1617,4636,35.204164136816274,71.22271010828675,2019-07-12 12:39:49,1
2785,704,661,5191,-55.167374744833864,6.72860762140769,2019-10-14 10:18:10,0
2786,472,1503,4174,-63.440369287435175,6.412353934292071,2019-06-10 00:17:13,0
2787,401,95,7315,9.259063084377985,84.6230497199345,2019-04-03 09:45:31,0
2788,100,1001,3377,-26.510195065009952,-16.59831076950175,2019-10-08 01:01:49,0
2789,613,1551,5583,70.42736126168654,21.57760938282894,2019-08-27 12:42:46,0
2790,44,1353,5178,57.3844668613236,147.39187078530688,2019-06-03 12:51:39,0
2791,836,1469,7340,-59.56689893135022,-20.578466239261246,2019-04-27 02:26:57,1
2792,215,1878,2706,-29.969394616286934,-126.28336499412009,2019-06-03 05:21:32,0
2793,523,647,8551,-54.24202014452264,-68.61073360738732,2019-02-12 16:48:55,1
2794,404,1962,3256,-45.549382362653496,122.96130465330117,2019-08-18 07:19:52,0
2795,470,1070,2890,54.94490049085752,-153.2651207278685,2019-06-30 09:30:45,0
2796,599,1209,842,52.831522906616044,91.43565001957722,2019-01-13 13:31:03,0
